account_number,first_name,last_name,gender,country,city,street_address,phone,email,supports_fair_trade_min,humane_work_conditions_min,humane_to_women_min,humane_to_children_min,humane_to_animals_min,avoids_blood_diamonds_min,avoids_weapons_min,avoids_tobacco_min,avoids_gambling_min,avoids_alcohol_min,protects_environment_min
863,Friedrich,Shmyr,Male,China,Lidun,2 Hansons Center,810-943-8658,fshmyrny@yahoo.com,4,3,4,5,1,2,4,2,3,3,4
864,Anatol,Eyden,Male,Malaysia,Kuantan,5 Prairieview Drive,447-481-8809,aeydennz@umn.edu,2,4,2,2,3,5,1,2,1,4,2
865,Owen,Baldacchino,Male,Russia,Petrovskiy,1 Kings Park,945-376-7068,obaldacchinoo0@51.la,5,1,4,5,4,3,3,5,1,2,1
866,Lindsay,Hartas,Male,Sweden,Tierp,04 Graceland Alley,988-734-2685,lhartaso1@wix.com,2,2,4,5,3,4,4,4,4,3,3
867,Pietrek,Kynton,Male,Indonesia,Ciriri,1 Sutherland Circle,489-682-9680,pkyntono2@shinystat.com,3,4,5,5,5,1,4,5,2,3,2
868,Adolf,Oldcroft,Male,Brazil,Imperatriz,5 Trailsway Point,213-712-0824,aoldcrofto3@smugmug.com,5,3,2,5,5,3,2,4,4,5,1
869,Gaspard,Berzins,Male,Poland,Pieniężno,022 Moulton Terrace,313-550-1740,gberzinso4@ft.com,3,5,5,4,3,2,1,3,5,3,4
870,Sapphire,Edmondson,Female,Latvia,Ape,2 Amoth Park,693-702-4387,sedmondsono5@latimes.com,3,2,4,1,5,5,1,2,1,5,2
871,Foss,Huws,Male,China,Guanjiabao,5 Michigan Terrace,441-418-6984,fhuwso6@discovery.com,4,1,3,1,4,3,2,2,5,2,3
872,Lyn,Blaber,Male,Russia,Krasnaya Gorka,143 Oak Point,277-555-4456,lblabero7@networksolutions.com,1,3,1,1,1,5,2,1,5,4,1
873,Blake,McGiven,Male,Philippines,Idtig,62 Dennis Park,435-532-2905,bmcgiveno8@craigslist.org,2,5,2,4,2,5,1,3,4,2,3
874,Roseanne,Iskowicz,Female,Indonesia,Luthu,68 Harper Pass,546-361-8003,riskowiczo9@discovery.com,4,4,4,5,3,1,4,5,2,5,3
875,Lauritz,Epelett,Male,China,Tianmuhu,657 Mifflin Way,455-950-9407,lepelettoa@feedburner.com,3,4,3,5,5,5,5,1,5,3,3
876,Frankie,Aimer,Male,Guatemala,Pajapita,892 Meadow Vale Road,431-819-1749,faimerob@creativecommons.org,4,1,1,1,3,4,4,1,4,1,2
877,Malcolm,Capper,Male,Croatia,Andrijaševci,0726 Macpherson Trail,583-144-8415,mcapperoc@utexas.edu,1,4,5,1,5,2,5,3,4,4,3
878,Roi,Ceschini,Male,Portugal,Currais,840 Mallard Pass,112-777-1881,rceschiniod@cloudflare.com,5,5,1,5,1,1,5,3,2,4,5
879,Danni,Tuppeny,Female,Costa Rica,Guadalupe,1 Larry Circle,361-839-6478,dtuppenyoe@naver.com,3,2,1,5,3,3,3,1,3,2,3
880,Joseito,Liddington,Male,China,Jing’an,3122 Aberg Crossing,591-550-5916,jliddingtonof@miibeian.gov.cn,1,4,2,4,1,2,4,4,4,3,3
881,Barbabas,Andrysek,Male,Haiti,Port-de-Paix,8 Fordem Junction,639-198-7548,bandrysekog@cpanel.net,1,2,2,4,3,4,4,4,3,3,3
882,Kinny,Eliyahu,Male,Iceland,Grindavík,2743 Grover Center,860-376-1284,keliyahuoh@google.com,2,1,3,4,2,4,2,1,5,2,4
883,Erie,Droghan,Male,Tanzania,Itigi,760 Paget Circle,562-142-3306,edroghanoi@csmonitor.com,1,1,5,5,5,4,1,2,5,4,5
884,Timmi,Castaneda,Female,Peru,Carania,9 Harbort Place,748-887-2824,tcastanedaoj@de.vu,4,2,1,3,1,4,5,3,4,3,2
885,Blayne,Singleton,Male,Vietnam,Bảo Lộc,57 Helena Parkway,213-139-2451,bsingletonok@mediafire.com,2,3,1,1,1,1,5,1,1,4,2
886,Jocelin,Halfacre,Female,Colombia,Guayabal,518 Mcbride Hill,604-619-7544,jhalfacreol@aol.com,2,4,1,4,4,4,4,3,2,3,1
887,Cello,Taaffe,Male,Philippines,Union,4606 Donald Parkway,560-839-6938,ctaaffeom@wufoo.com,3,4,2,4,3,1,3,2,4,3,2
888,Ronnie,Sigge,Male,China,Shangshuai,803 Johnson Alley,641-216-2474,rsiggeon@hc360.com,4,4,5,3,5,2,3,5,4,2,4
889,Dianna,Gallone,Female,United States,Washington,90 Hovde Plaza,202-723-1521,dgalloneoo@mediafire.com,1,4,3,3,1,4,4,2,1,3,1
890,Austen,Fourmy,Male,China,Mawang,61184 Hoffman Street,464-232-4307,afourmyop@gmpg.org,2,3,5,2,3,3,5,4,3,3,3
891,Hercule,Pidgin,Male,Indonesia,Cibangban Girang,94211 Eastwood Circle,401-456-4737,hpidginoq@163.com,3,1,3,3,5,5,5,3,2,3,2
892,Kailey,Anscott,Female,Nigeria,Wasagu,24 Mendota Terrace,105-812-1459,kanscottor@usnews.com,5,5,1,3,4,4,5,3,3,1,5
893,Crin,Stocky,Female,China,Qiancang,8359 Kinsman Parkway,753-393-0308,cstockyos@newyorker.com,1,1,4,2,3,1,2,5,4,2,2
894,Karlyn,Larway,Female,Brazil,Viçosa,4 Melody Hill,461-825-2939,klarwayot@qq.com,2,3,4,2,1,1,4,2,1,4,4
895,Debbi,Innett,Female,Dominican Republic,Constanza,4 Ludington Lane,794-411-3887,dinnettou@go.com,3,2,4,4,5,4,1,4,4,5,1
896,Ximenes,Somerset,Male,China,Shibi,9 Gerald Trail,460-141-3670,xsomersetov@npr.org,1,4,1,1,2,1,2,1,5,5,4
897,Antonietta,Treacy,Female,France,Molsheim,6 Dunning Park,252-757-1639,atreacyow@fotki.com,3,2,2,5,3,4,1,3,2,4,3
898,Gwyn,Bavister,Female,South Korea,Hwawŏn,83 Schmedeman Road,892-186-2640,gbavisterox@altervista.org,4,2,1,5,1,4,4,4,4,2,4
899,Drusilla,Killford,Female,France,Annecy-le-Vieux,6 Doe Crossing Center,544-756-5640,dkillfordoy@msu.edu,5,3,3,3,2,3,1,2,2,3,3
900,Lettie,Fleury,Female,Bahamas,Nassau,7364 Sundown Circle,454-272-3673,lfleuryoz@ucoz.ru,2,3,3,5,4,3,3,1,4,1,3
901,Vasilis,Yoxall,Male,China,Moba,064 Hoepker Drive,370-952-3603,vyoxallp0@princeton.edu,3,1,5,5,1,1,4,1,3,1,4
902,Pedro,Segge,Male,Tanzania,Kigoma,4714 Dapin Circle,972-314-1204,pseggep1@prweb.com,4,3,3,1,5,5,3,1,2,4,4
903,Darleen,Dampier,Female,Honduras,Cerro Blanco,3 Bultman Center,788-925-1521,ddampierp2@soundcloud.com,2,2,3,2,3,1,4,5,4,2,5
904,Freeland,Gumary,Male,Slovenia,Celje,538 Montana Trail,154-958-3417,fgumaryp3@lycos.com,1,3,4,1,2,3,2,5,1,3,2
905,Shandy,Pethybridge,Female,Indonesia,Babakankadu,64 Vera Park,179-456-6435,spethybridgep4@wufoo.com,5,1,3,4,1,1,3,3,3,2,4
906,Truman,Aldersley,Male,Indonesia,Tembang,7288 Schurz Pass,127-398-1519,taldersleyp5@prnewswire.com,2,1,1,5,5,2,2,2,4,4,5
907,Kale,Thornally,Male,Malta,Imsida,6 Dottie Hill,751-883-1299,kthornallyp6@smh.com.au,3,5,2,1,1,5,4,5,2,2,2
908,Morten,Titterington,Male,Philippines,San Vicente,72 Superior Point,578-909-9520,mtitteringtonp7@i2i.jp,4,2,1,2,2,4,2,5,3,2,2
909,Tawsha,Gambles,Female,Brazil,Paraguaçu Paulista,3 Tennyson Plaza,991-646-9624,tgamblesp8@wordpress.com,3,5,4,3,2,5,4,5,3,5,4
910,Lionello,Rosenhaupt,Male,China,Zengjia,0444 Banding Park,694-322-4645,lrosenhauptp9@hhs.gov,5,2,1,2,1,4,4,5,1,2,2
911,Rene,Sargerson,Female,Sweden,Tyresö,52284 Spohn Terrace,838-592-3473,rsargersonpa@goo.gl,3,4,1,2,4,5,5,2,5,2,3
912,Bradan,Norcross,Male,Philippines,Manalad,94864 Fremont Circle,355-363-8016,bnorcrosspb@blogger.com,4,3,1,4,2,5,3,3,1,3,5
913,Zed,Riccelli,Male,China,Shijia,89 Northridge Avenue,981-777-2252,zriccellipc@guardian.co.uk,1,3,5,3,2,5,1,1,5,2,3
914,Elton,Fronzek,Male,Russia,Novaya Chigla,9841 Pennsylvania Trail,566-695-3015,efronzekpd@oaic.gov.au,2,2,3,4,2,1,1,3,3,4,5
915,Estella,Macklin,Female,United States,Minneapolis,52 Old Gate Park,612-688-9781,emacklinpe@nytimes.com,1,3,1,5,3,5,4,2,4,5,4
916,Myer,Warwick,Male,Czech Republic,Žeravice,4 Hanover Pass,950-973-5307,mwarwickpf@bizjournals.com,2,5,5,1,5,5,3,1,1,1,4
917,Talya,Gillow,Female,Norway,Fauske,8453 Loeprich Point,129-939-4564,tgillowpg@drupal.org,5,3,4,2,2,5,1,4,5,1,3
918,Marielle,Jedrysik,Female,Israel,Ramat Yishay,86 Helena Drive,872-985-6962,mjedrysikph@icio.us,1,2,5,4,2,3,1,3,2,5,3
919,Bernette,Kittoe,Female,China,Jiepai,967 Hoepker Terrace,585-497-6742,bkittoepi@blogs.com,1,5,3,4,3,1,3,5,4,3,2
920,Franni,Crawley,Female,China,Shuangtang,1 Debs Place,517-989-3501,fcrawleypj@cbslocal.com,4,3,3,1,2,3,4,1,5,1,1
921,Dallas,Gorey,Male,Indonesia,Mulyadadi,4142 Meadow Vale Center,696-754-6382,dgoreypk@amazon.co.uk,4,5,2,2,4,3,3,2,1,2,4
922,Elayne,Moreinis,Female,Sweden,Åmål,8292 Drewry Place,638-803-7714,emoreinispl@networksolutions.com,4,2,5,3,3,3,2,2,2,4,1
923,Myrah,McCorry,Female,China,Zhitan,9 Fieldstone Junction,198-226-6830,mmccorrypm@weibo.com,5,5,3,5,2,3,3,2,2,4,4
924,Con,Drewitt,Male,Sweden,Dalsjöfors,086 Mosinee Circle,732-173-4361,cdrewittpn@tiny.cc,3,1,1,1,3,5,2,1,3,4,4
925,Edouard,Saynor,Male,Panama,Pocrí,20814 Mendota Street,127-111-0783,esaynorpo@epa.gov,3,2,4,3,4,4,1,4,5,1,5
926,Kessia,Fussell,Female,United States,Richmond,6578 Roth Terrace,510-128-5147,kfussellpp@nsw.gov.au,5,5,5,1,1,2,3,1,4,5,3
927,Glori,Foxten,Female,Philippines,Tigaon,6955 Armistice Parkway,597-833-9908,gfoxtenpq@ameblo.jp,1,3,5,5,1,3,1,4,3,4,5
928,Faustina,Overill,Female,Sweden,Järfälla,4537 Nova Terrace,729-792-1531,foverillpr@dyndns.org,2,4,3,3,5,4,2,5,1,4,4
929,Octavius,Brett,Male,Thailand,Bang Sao Thong,14851 Mayer Trail,107-863-6699,obrettps@wikipedia.org,3,1,5,3,5,3,2,3,4,1,2
930,Rooney,Guilloneau,Male,China,Shancheng,15432 Becker Parkway,775-107-6423,rguilloneaupt@mozilla.com,3,4,3,5,3,1,2,5,2,5,5
931,Georg,Itzkovitch,Male,Brazil,Uberlândia,4 Lyons Way,528-778-7563,gitzkovitchpu@biglobe.ne.jp,5,1,4,2,3,4,3,5,4,1,5
932,Kerk,MacGiffin,Male,Cape Verde,Pombas,5434 Service Terrace,145-102-0391,kmacgiffinpv@slashdot.org,2,2,2,2,4,2,3,3,1,2,3
933,Shani,Gibbe,Female,Japan,Ishinomaki,05471 Towne Hill,615-530-5152,sgibbepw@wikispaces.com,4,3,4,5,3,1,2,1,5,5,1
934,Darrick,Carcass,Male,China,Guanzhou,05709 Norway Maple Way,456-831-2354,dcarcasspx@example.com,5,3,4,3,2,5,4,1,4,4,4
935,Marijn,Parchment,Male,Haiti,Cerca la Source,633 Oriole Court,952-648-6198,mparchmentpy@imgur.com,2,4,3,5,4,3,3,4,2,4,3
936,Anna-maria,Ambrosoni,Female,Indonesia,Paciran,69128 Weeping Birch Circle,237-668-2575,aambrosonipz@thetimes.co.uk,1,3,2,4,5,4,1,1,5,4,4
937,Janina,Papa,Female,Serbia,Svrljig,881 Hanover Avenue,142-182-0200,jpapaq0@admin.ch,5,4,4,4,4,5,1,1,5,5,5
938,Gabby,Paule,Male,China,Dongyang,9922 Norway Maple Parkway,778-103-5384,gpauleq1@privacy.gov.au,5,3,4,2,3,4,2,3,5,3,3
939,Hazlett,Arney,Male,China,Qinggis Han,3884 Northridge Alley,243-983-5973,harneyq2@google.fr,3,5,5,5,1,4,4,3,1,1,3
940,Amata,Jales,Female,Indonesia,Sumberkrajan,7152 Coleman Parkway,166-689-6838,ajalesq3@histats.com,4,5,3,5,5,1,2,2,2,1,3
941,Darb,Duffree,Female,Russia,Chagoda,29 Westport Terrace,203-608-2272,dduffreeq4@4shared.com,3,1,1,1,5,5,2,5,5,4,2
942,Lauree,Batchley,Female,China,Jiangkou,11 Cambridge Pass,652-377-5815,lbatchleyq5@ft.com,3,2,4,3,1,4,1,2,5,2,4
943,Sasha,Milsted,Male,Mali,Kokofata,09377 Iowa Lane,709-851-3942,smilstedq6@moonfruit.com,2,2,4,1,3,5,2,1,5,5,3
944,Allene,Allcorn,Female,Thailand,Surin,0 Fair Oaks Center,205-937-2086,aallcornq7@stanford.edu,1,5,4,4,1,5,1,2,2,3,3
945,Edithe,Hunte,Female,Philippines,Carriedo,47 Oak Avenue,449-438-6880,ehunteq8@taobao.com,1,4,3,4,4,2,2,3,5,2,4
946,Emmy,Nodes,Female,Poland,Złoczew,94676 High Crossing Court,973-875-1314,enodesq9@salon.com,1,2,5,4,1,1,1,5,1,4,1
947,Mellisa,Macallam,Female,Portugal,Figueira,480 Kropf Hill,298-596-9537,mmacallamqa@cloudflare.com,3,2,2,1,2,2,1,2,1,1,5
948,Lefty,Spanton,Male,Vietnam,Kỳ Anh,57 Hintze Lane,797-389-8763,lspantonqb@weibo.com,3,1,4,2,2,1,3,2,3,5,5
949,Dennison,Boaler,Male,Portugal,Leomil,20 Thierer Point,205-563-3336,dboalerqc@twitter.com,2,3,1,1,1,4,3,5,1,1,3
950,Livvy,Mackett,Female,Denmark,København,98 Northfield Drive,293-176-8619,lmackettqd@nature.com,3,1,1,2,1,4,5,4,5,1,3
951,Kathe,Fullick,Female,Philippines,Mayo,97904 Cordelia Street,932-938-4603,kfullickqe@squarespace.com,4,4,3,2,5,3,2,1,5,4,3
952,Ado,Bispham,Male,Russia,Nizhniy Kurkuzhin,4 Morning Lane,897-124-0844,abisphamqf@mozilla.org,3,3,5,2,5,2,1,1,2,3,1
953,Burg,Cuxon,Male,China,Yingta,58797 Melody Drive,674-330-1439,bcuxonqg@mtv.com,5,4,4,1,4,4,1,4,5,3,1
954,Noble,Van Arsdall,Male,Poland,Lubochnia,2094 Pepper Wood Way,458-331-6780,nvanarsdallqh@aol.com,4,1,2,2,4,4,3,2,1,2,1
955,Rosy,Fellos,Female,Brazil,Nova Petrópolis,121 Canary Hill,953-325-4199,rfellosqi@abc.net.au,1,3,1,1,2,1,1,3,5,3,3
956,Ruprecht,Krammer,Male,Indonesia,Danirai,5158 Lakewood Point,538-924-5132,rkrammerqj@privacy.gov.au,5,3,1,4,3,1,3,2,1,1,3
957,Quinn,Ciccetti,Female,Indonesia,Puger,79 Killdeer Road,643-399-8197,qciccettiqk@eepurl.com,2,3,2,1,4,5,5,4,3,4,1
958,Sonny,Carroll,Male,South Korea,Suisan,74771 Riverside Alley,559-702-6314,scarrollql@eventbrite.com,1,4,2,1,5,2,3,5,3,5,3
959,Tallia,Yashnov,Female,Peru,Aco,7118 Norway Maple Terrace,513-543-4905,tyashnovqm@nasa.gov,2,5,5,4,5,1,1,3,1,3,1
960,Brigid,Noone,Female,Indonesia,Bulusari,43701 Jay Circle,164-442-1185,bnooneqn@soup.io,1,2,4,4,4,4,2,5,2,2,3
961,Cale,Runsey,Male,China,Huqiu,426 Goodland Road,609-859-1467,crunseyqo@addtoany.com,2,1,3,3,3,5,5,4,5,2,3
962,Glenden,Prahm,Male,Ukraine,Kopayhorod,59 Leroy Junction,423-258-6794,gprahmqp@guardian.co.uk,2,5,3,3,3,3,2,4,3,2,5
963,Elene,Paradin,Female,Tunisia,Şaqānis,0 Dayton Alley,272-956-6126,eparadinqq@economist.com,1,3,4,2,5,3,2,4,1,3,3
964,Dev,Metzig,Male,Zimbabwe,Lupane,65 Gerald Pass,593-751-0838,dmetzigqr@skype.com,2,3,4,4,3,4,5,2,3,1,4
965,Mathian,Britten,Male,Mexico,Santa Cecilia,97611 Forest Run Way,471-267-8215,mbrittenqs@shinystat.com,2,2,3,2,3,2,3,4,3,3,4
966,Amaleta,Lethby,Female,China,Miaoyu,8470 Killdeer Avenue,278-634-8197,alethbyqt@house.gov,1,3,2,1,2,1,4,4,2,3,4
967,Dolores,Bentham,Female,South Korea,Muan,60 Bobwhite Terrace,959-377-5842,dbenthamqu@ow.ly,4,5,2,2,1,1,3,3,4,5,2
968,Darby,Hansman,Female,Russia,Yelizavetino,58514 Lindbergh Lane,220-970-0552,dhansmanqv@seesaa.net,3,4,4,1,4,4,5,5,5,1,4
969,Mercedes,Aucott,Female,Canada,Medicine Hat,9884 Express Lane,767-833-9853,maucottqw@prweb.com,5,4,3,4,2,2,2,2,2,3,5
970,Humbert,Cuningham,Male,Argentina,El Soberbio,8872 Carey Court,793-404-3228,hcuninghamqx@unicef.org,1,3,1,3,4,4,4,4,4,1,1
971,Syd,Highwood,Male,Indonesia,Karangtengah,24163 8th Pass,326-524-7265,shighwoodqy@fda.gov,5,5,3,1,5,5,5,4,3,5,1
972,Cos,Dilon,Male,Czech Republic,Proboštov,7924 Lukken Circle,871-152-6418,cdilonqz@rakuten.co.jp,1,4,2,4,5,2,3,1,2,1,4
973,Giffer,Lindup,Male,China,Andou,5 Mosinee Parkway,274-295-9748,glindupr0@salon.com,4,5,4,5,1,4,3,2,1,5,2
974,Delia,Cocking,Female,Indonesia,Winong,4 Becker Plaza,881-309-3114,dcockingr1@ftc.gov,3,5,5,4,3,5,1,2,5,4,2
975,Breanne,Feria,Female,Russia,Almaznyy,13 Ohio Junction,701-317-1562,bferiar2@bravesites.com,4,5,2,4,1,2,1,4,1,2,4
976,Dane,Van Saltsberg,Male,Portugal,Chavão,1914 Carey Junction,668-891-8259,dvansaltsbergr3@marketwatch.com,2,2,2,4,5,5,3,1,4,2,2
977,Joshua,Drane,Male,Portugal,Ribeira Grande,8 Mariners Cove Center,877-645-5179,jdraner4@guardian.co.uk,3,2,2,4,1,5,3,5,3,5,2
978,Zuzana,Sirkett,Female,Philippines,Mozzozzin Sur,551 Daystar Park,418-377-9663,zsirkettr5@phpbb.com,1,3,4,1,1,3,3,5,1,5,1
979,Becca,Minter,Female,China,Dayou,81 South Center,578-327-0928,bminterr6@ca.gov,1,1,5,2,5,4,3,5,3,2,1
980,Brodie,Bamborough,Male,Portugal,Foz Sousa,4 Bluejay Way,205-671-1362,bbamboroughr7@ezinearticles.com,3,5,5,4,4,1,2,4,5,1,3
981,Jerrine,Colbourne,Female,Russia,Novosmolinskiy,20508 Continental Avenue,639-469-3632,jcolbourner8@google.cn,5,5,5,4,3,3,4,5,3,1,5
982,Hilly,Whipp,Male,China,Kambaxoi,26242 Kennedy Plaza,891-845-8766,hwhippr9@intel.com,5,3,2,1,3,5,2,2,4,3,2
983,Johnna,Simon,Female,Vietnam,U Minh,945 Oak Parkway,978-442-6727,jsimonra@columbia.edu,1,1,2,2,2,3,2,4,5,5,4
984,Nonie,Bleue,Female,Portugal,Carvalheira,32 Petterle Place,361-835-3287,nbleuerb@hubpages.com,5,5,5,2,5,4,2,5,2,3,5
985,Terencio,Tallyn,Male,Indonesia,Sriwing,1078 Claremont Alley,115-645-1308,ttallynrc@cnbc.com,5,5,3,1,2,3,3,4,2,5,1
986,Loree,Kleewein,Female,Guatemala,San Luis,7 Old Gate Park,304-808-1218,lkleeweinrd@ezinearticles.com,5,1,2,5,1,2,1,3,4,5,1
987,Golda,Durtnell,Female,Peru,Lincha,7559 Rutledge Parkway,468-230-2347,gdurtnellre@aboutads.info,5,4,3,2,5,4,1,5,2,3,5
988,Carly,Kerrigan,Female,Poland,Duczki,82432 Sutherland Point,144-848-9374,ckerriganrf@qq.com,2,1,1,3,3,1,2,3,5,4,4
989,Katee,Stener,Female,Indonesia,Gersikputih Tengah,13194 Del Mar Lane,585-837-1742,kstenerrg@4shared.com,2,4,5,2,2,2,3,5,2,3,5
990,Anastasie,Tobias,Female,China,Jing’an,93 Sherman Lane,680-587-8806,atobiasrh@yahoo.com,4,4,2,2,1,4,4,1,2,4,5
991,Jonah,Kilbourn,Male,Cyprus,Leonárisso,75531 Waywood Plaza,968-619-6486,jkilbournri@hc360.com,2,4,5,4,1,3,1,1,1,4,5
992,Aguistin,Ternent,Male,China,Panjing,6 Leroy Junction,335-358-4034,aternentrj@icq.com,3,2,5,3,1,5,4,2,1,5,1
993,Hubey,Croney,Male,Czech Republic,Dolní Sloupnice,3 Granby Lane,353-623-4762,hcroneyrk@cdbaby.com,1,4,3,3,4,3,1,5,1,2,2
994,Riki,Penhalurick,Female,Argentina,San Carlos,7419 Gerald Center,340-904-4832,rpenhalurickrl@patch.com,1,4,3,5,2,4,4,2,3,2,5
995,Chev,Delnevo,Male,Gabon,Ndendé,7 Kennedy Hill,208-778-7890,cdelnevorm@homestead.com,4,3,5,4,2,1,4,3,3,5,3
996,Ludvig,Pottage,Male,Indonesia,Karangsonojabon,15696 Kedzie Hill,231-712-3806,lpottagern@ifeng.com,2,2,2,3,5,4,5,2,3,2,1
997,Rosamund,Lott,Female,Russia,Slantsy,4 Prairie Rose Place,834-461-1632,rlottro@mtv.com,1,1,1,1,5,3,4,2,3,5,5
998,Hermina,Cossington,Female,Ukraine,Tukhlya,1241 Sullivan Plaza,248-383-6778,hcossingtonrp@oracle.com,2,3,5,4,4,3,1,5,1,2,3
999,Kermie,Cavnor,Male,Russia,Neftegorsk,7 Lyons Junction,677-821-2734,kcavnorrq@desdev.cn,4,3,4,5,1,4,5,5,1,4,5
1000,Portie,Gegg,Male,Poland,Brzeszcze,554 Hoepker Hill,841-574-2371,pgeggrr@trellian.com,1,2,3,1,4,1,3,4,3,4,2
